X,Y,Z
60,142,-196
54,144,-210
54,156,-182
48,156,-192
52,152,-206
50,162,-184
56,152,-198
52,152,-188
52,156,-192
52,152,-194
60,148,-192
50,164,-206
48,166,-176
40,144,-222
46,160,-202
62,142,-196
50,152,-180
50,154,-202
54,148,-182
50,150,-194
48,152,-186
54,156,-196
54,142,-192
48,168,-196
56,156,-174
32,156,-202
44,166,-180
60,138,-202
54,162,-184
46,152,-188
48,154,-206
48,150,-190
50,150,-204
52,148,-192
50,156,-192
50,150,-194
52,152,-192
50,152,-192
40,168,-200
62,144,-174
54,132,-218
48,162,-204
56,142,-200
52,146,-210
50,156,-188
46,154,-182
54,152,-208
50,158,-192
54,150,-190
50,152,-208
54,152,-192
48,152,-190
54,154,-190
58,152,-192
48,146,-192
42,174,-178
58,142,-178
50,152,-200
52,156,-186
52,152,-178
52,150,-204
50,148,-184
54,146,-184
54,154,-190
52,146,-192
46,142,-192
48,168,-200
60,154,-180
36,160,-200
60,156,-178
60,134,-206
54,158,-182
52,150,-202
52,152,-198
50,152,-194
56,150,-194
50,150,-186
52,158,-202
50,148,-196
52,144,-198
58,152,-178
66,130,-194
36,164,-200
38,166,-178
62,134,-202
52,160,-212
50,158,-188
50,152,-194
56,154,-208
52,154,-184
54,152,-208
54,152,-190
52,150,-192
56,154,-196
50,142,-192
50,164,-200
60,150,-182
68,134,-200
38,168,-198
56,150,-176
60,138,-208
46,156,-194
52,152,-176
50,156,-204
54,156,-178
54,148,-198
52,142,-200
52,162,-182
48,148,-192
50,148,-196
50,162,-202
30,160,-206
48,166,-178
56,140,-210
54,154,-192
50,148,-178
52,152,-202
52,150,-178
50,152,-208
52,154,-190
54,152,-194
52,146,-198
50,142,-192
44,166,-200
64,140,-172
54,132,-210
56,142,-178
52,146,-210
54,158,-184
52,152,-206
52,160,-186
50,148,-202
48,152,-192
52,156,-190
50,156,-192
52,146,-188
52,150,-192
46,164,-194
58,142,-178
60,136,-212
38,164,-202
62,148,-180
48,146,-208
50,160,-188
48,152,-182
46,158,-208
46,158,-184
56,152,-194
48,150,-198
48,152,-186
50,152,-188
48,160,-198
50,170,-186
68,134,-204
60,142,-208
54,158,-212
52,150,-184
56,152,-206
54,150,-188
56,144,-202
50,156,-192
50,144,-194
56,150,-198
40,170,-176
44,164,-180
48,154,-180
50,150,-186
50,152,-190
52,142,-202
44,152,-226
54,152,-214
50,154,-186
48,152,-188
48,144,-202
56,134,-212
46,144,-210
46,154,-200
52,152,-208
54,150,-202
64,138,-182
64,142,-194
56,150,-202
50,158,-194
46,160,-194
44,164,-182
52,158,-172
52,146,-174
56,152,-180
50,150,-188
52,144,-202
46,144,-214
52,156,-196
50,152,-188
52,150,-198
52,152,-196
64,128,-210
58,138,-210
52,150,-202
56,150,-204
52,150,-192
44,166,-176
42,160,-170
54,162,-184
52,146,-186
50,152,-186
50,146,-192
64,136,-190
60,136,-198
48,152,-204
48,156,-176
48,150,-190
44,162,-180
38,168,-186
52,160,-190
56,150,-186
54,150,-186
54,142,-196
54,134,-218
48,156,-188
56,150,-184
48,154,-192
52,150,-198
66,132,-212
54,134,-206
50,156,-206
56,150,-202
48,158,-192
44,174,-176
42,166,-172
56,150,-174
52,150,-190
48,152,-194
42,168,-182
46,166,-180
56,164,-184
54,150,-182
54,150,-194
46,166,-178
36,164,-184
54,156,-184
54,150,-190
50,156,-192
50,148,-196
66,132,-212
52,148,-204
52,156,-202
50,150,-208
56,154,-192
62,140,-172
60,134,-200
52,152,-206
50,150,-200
54,156,-196
44,160,-178
42,166,-180
52,156,-176
52,148,-182
54,152,-186
58,142,-196
64,138,-210
54,136,-214
50,150,-212
46,156,-208
54,152,-200
62,146,-190
62,142,-192
52,152,-204
50,146,-206
48,152,-192
46,168,-174
54,162,-176
52,152,-178
50,152,-190
52,152,-192
42,164,-184
36,160,-180
52,160,-182
50,150,-184
50,156,-186
54,140,-200
70,134,-214
58,142,-208
50,154,-208
50,150,-198
52,148,-192
56,158,-166
64,142,-174
52,146,-204
52,148,-198
54,150,-198
58,154,-162
64,146,-188
48,152,-196
46,152,-184
50,156,-192
50,146,-192
44,146,-224
54,156,-212
50,150,-206
52,156,-198
54,148,-196
52,162,-174
58,154,-178
50,154,-180
56,146,-176
52,144,-190
44,148,-204
68,138,-214
48,148,-210
44,150,-202
48,152,-196
56,148,-192
64,128,-206
60,142,-206
46,154,-210
50,150,-202
56,152,-194
62,138,-190
60,146,-206
48,156,-206
56,150,-206
56,150,-198
58,178,-172
44,166,-178
50,154,-178
54,148,-176
48,158,-194
44,166,-182
44,168,-184
50,158,-184
54,146,-178
56,154,-194
46,168,-182
36,168,-186
54,160,-186
54,150,-190
52,144,-196
56,144,-194
66,134,-208
64,140,-212
46,158,-218
52,152,-202
58,146,-198
62,176,-172
58,148,-180
52,154,-182
50,154,-176
54,148,-192
48,160,-204
34,160,-184
58,154,-194
52,150,-190
46,158,-198
54,154,-192
64,144,-170
64,140,-194
48,154,-202
50,152,-184
50,154,-190
48,164,-182
38,158,-184
50,158,-180
52,146,-192
50,152,-190
38,168,-176
42,168,-180
54,152,-180
52,148,-188
54,152,-184
50,142,-196
50,132,-216
52,152,-214
48,148,-200
54,148,-192
52,148,-194
66,134,-218
54,142,-210
54,152,-204
56,152,-212
50,146,-200
60,154,-162
60,138,-198
52,156,-204
52,152,-178
52,154,-196
40,166,-176
40,170,-180
50,158,-188
56,152,-186
52,148,-186
56,144,-194
64,128,-206
56,140,-210
48,152,-192
50,154,-196
54,156,-196
48,148,-200
66,138,-216
54,146,-210
52,152,-208
48,148,-202
58,154,-192
48,164,-200
38,168,-184
54,160,-184
56,150,-186
54,152,-194
46,162,-182
36,160,-182
54,156,-188
50,154,-188
54,150,-186
48,140,-200
56,134,-216
52,146,-212
54,148,-202
58,146,-214
48,146,-196
46,168,-174
46,164,-180
48,154,-178
56,148,-190
50,154,-194
48,160,-202
34,162,-190
46,160,-186
54,156,-184
50,150,-192
60,140,-196
64,138,-208
60,136,-210
50,150,-208
52,152,-196
50,146,-200
70,130,-218
54,152,-208
50,150,-184
48,148,-186
54,144,-188
52,142,-196
66,132,-220
52,146,-216
44,152,-196
54,148,-198
54,152,-194
56,140,-204
38,152,-228
54,154,-206
50,150,-202
54,150,-192
56,142,-196
54,132,-218
50,146,-210
52,148,-202
54,144,-206
54,154,-192
62,172,-172
60,142,-206
48,150,-206
50,152,-178
50,150,-192
46,160,-206
30,156,-208
54,154,-212
54,150,-186
56,152,-188
58,148,-198
68,136,-208
60,142,-210
52,150,-212
56,150,-208
54,154,-196
42,168,-176
44,168,-170
52,150,-176
54,150,-180
56,150,-184
44,158,-200
44,154,-218
52,154,-214
50,148,-190
54,148,-184
50,160,-202
38,154,-222
50,156,-186
52,148,-184
52,158,-194
40,166,-180
32,162,-184
54,154,-184
52,148,-184
54,148,-200
58,142,-200
66,128,-210
62,134,-210
50,148,-204
54,156,-192
48,156,-184
50,142,-202
56,132,-220
56,144,-220
54,156,-202
52,146,-208
54,152,-198
62,142,-164
66,138,-182
50,152,-178
54,148,-190
50,152,-192
46,168,-180
46,166,-172
50,154,-178
54,152,-192
52,152,-186
52,138,-194
38,152,-216
52,156,-204
50,150,-192
48,148,-190
54,146,-204
40,144,-226
52,154,-206
52,150,-190
54,150,-192
60,144,-200
64,134,-210
60,140,-210
54,154,-208
50,150,-204
52,152,-192
60,162,-176
58,148,-174
48,152,-180
46,152,-188
50,156,-194
48,166,-174
46,162,-176
50,162,-188
52,154,-186
50,156,-190
58,146,-196
68,134,-210
60,140,-212
56,152,-210
48,150,-200
48,154,-196
48,168,-180
44,164,-174
50,162,-182
54,148,-196
52,154,-192
46,162,-180
46,142,-218
52,144,-214
50,150,-202
56,150,-196
56,148,-192
64,142,-192
60,142,-208
48,152,-208
50,150,-184
56,152,-196
44,162,-180
50,162,-184
50,158,-182
52,152,-176
52,158,-192
44,166,-180
40,164,-180
50,160,-186
52,148,-190
56,148,-190
50,140,-200
50,134,-226
52,144,-212
52,150,-194
56,150,-186
52,146,-202
66,136,-218
48,152,-212
56,150,-188
56,150,-186
50,156,-204
60,130,-212
60,140,-208
50,150,-214
52,148,-208
48,152,-196
44,166,-180
48,166,-174
50,154,-178
48,144,-200
50,154,-184
48,148,-202
46,144,-220
54,158,-182
56,146,-184
54,160,-186
50,140,-198
68,128,-214
50,148,-208
52,150,-206
52,144,-194
58,152,-194
64,128,-210
60,134,-208
54,148,-204
52,152,-200
50,144,-194
62,168,-176
56,154,-180
50,148,-176
52,146,-178
56,146,-188
48,160,-200
30,158,-210
50,156,-210
50,154,-190
52,152,-192
54,142,-196
68,132,-220
62,134,-204
56,156,-210
52,148,-198
50,152,-192
58,160,-166
56,142,-194
52,160,-196
56,152,-182
54,146,-186
52,142,-192
54,146,-204
54,140,-206
50,156,-202
54,150,-208
48,146,-192
60,156,-164
52,152,-182
50,152,-178
52,154,-180
54,152,-190
38,162,-182
46,166,-180
58,158,-188
52,148,-180
54,148,-188
50,138,-204
44,140,-220
50,160,-206
48,154,-200
54,150,-190
58,146,-196
62,130,-208
60,138,-204
46,152,-202
56,148,-200
54,152,-194
40,158,-178
38,166,-178
48,166,-178
54,152,-184
52,146,-190
46,160,-200
36,154,-210
54,156,-192
56,146,-190
50,148,-190
60,144,-198
64,138,-210
60,142,-212
48,154,-208
48,152,-198
56,156,-198
64,152,-166
62,142,-206
52,154,-196
48,152,-184
50,152,-192
50,150,-196
58,168,-168
56,158,-180
52,164,-184
50,150,-182
52,156,-192
42,166,-196
38,160,-208
52,156,-208
52,146,-208
50,152,-204
52,150,-192
64,134,-192
60,136,-200
48,152,-204
48,154,-202
46,154,-196
52,176,-178
60,146,-202
52,154,-200
54,150,-192
52,156,-192
46,164,-176
46,162,-180
56,152,-184
54,148,-182
56,148,-188
52,160,-204
36,158,-220
52,152,-188
50,152,-190
52,156,-200
56,152,-192
64,142,-186
62,146,-192
50,152,-202
50,152,-202
48,152,-198
48,170,-176
56,160,-178
52,154,-178
54,146,-192
50,156,-196
60,170,-170
56,152,-178
48,154,-202
48,156,-178
52,152,-186
46,164,-192
36,148,-222
54,148,-212
50,154,-204
52,150,-190
48,152,-182
58,148,-200
60,164,-176
44,164,-194
56,158,-196
52,148,-204
50,150,-204
52,148,-194
48,144,-192
70,136,-192
60,138,-180
52,150,-180
56,150,-180
48,154,-192
56,152,-190
64,168,-170
44,168,-184
56,160,-192
52,154,-204
48,154,-198
52,152,-192
42,146,-202
44,148,-216
54,140,-192
52,156,-202
52,154,-188
50,150,-190
60,144,-194
56,164,-180
34,146,-218
50,154,-198
50,150,-206
56,152,-200
54,150,-188
52,152,-200
66,166,-178
56,150,-174
54,158,-196
54,150,-192
48,154,-196
48,156,-198
48,166,-198
46,172,-192
62,142,-172
38,140,-222
56,142,-212
48,162,-182
54,148,-204
54,160,-190
50,152,-196
52,154,-198
46,152,-200
56,148,-192
50,146,-194
62,144,-172
54,132,-210
48,162,-204
60,140,-206
52,146,-204
58,158,-184
50,150,-208
50,160,-186
56,150,-196
50,152,-190
50,154,-190
52,148,-192
56,146,-194
48,160,-202
50,170,-184
60,134,-174
40,152,-210
44,166,-182
60,138,-206
52,160,-204
52,154,-184
52,156,-204
54,152,-182
52,152,-200
50,154,-202
50,152,-186
52,156,-194
56,144,-196
44,148,-196
48,160,-202
64,134,-176
60,132,-214
48,160,-200
54,140,-194
48,152,-212
56,158,-188
48,152,-206
48,162,-184
50,148,-200
52,150,-194
52,160,-192
48,142,-192
50,160,-202
66,134,-192
36,168,-200
54,154,-174
54,144,-210
50,152,-184
52,152,-198
56,156,-188
46,152,-190
52,150,-194
54,152,-192
50,152,-194
52,148,-192
50,162,-202
46,168,-186
64,134,-172
44,152,-206
44,166,-178
56,140,-208
50,152,-210
52,160,-192
48,156,-202
52,156,-196
54,148,-198
54,152,-200
52,150,-182
48,148,-192
56,142,-194
46,164,-194
58,172,-184
66,134,-174
38,160,-204
52,150,-180
46,146,-208
54,158,-192
50,158,-178
52,148,-208
54,148,-178
52,154,-196
52,152,-186
50,152,-192
50,142,-194
46,162,-200
58,146,-170
42,168,-194
56,142,-204
52,146,-212
52,158,-212
52,148,-194
52,148,-202
52,148,-192
56,152,-192
56,154,-192
48,164,-200
58,150,-182
62,138,-192
36,162,-196
56,142,-184
50,144,-204
52,162,-184
50,152,-192
52,150,-198
48,150,-188
50,150,-204
48,154,-190
48,156,-194
58,148,-192
48,148,-196
46,166,-202
64,136,-174
42,158,-222
44,162,-194
60,138,-208
54,152,-210
50,160,-182
54,154,-204
54,156,-202
50,150,-188
50,150,-202
50,150,-190
56,154,-198
50,148,-192
46,160,-202
64,144,-178
50,130,-216
42,162,-196
56,144,-204
50,150,-202
50,158,-194
48,152,-190
56,146,-190
54,152,-192
56,150,-194
46,176,-180
66,138,-172
36,152,-216
56,140,-194
56,142,-212
50,160,-184
50,154,-204
54,152,-188
50,152,-184
48,152,-202
50,156,-186
52,158,-192
60,144,-196
48,146,-196
40,168,-198
64,140,-172
38,156,-208
48,166,-184
62,136,-210
52,156,-192
50,154,-180
50,152,-202
56,148,-178
52,158,-202
54,148,-196
52,150,-190
54,152,-194
60,152,-198
50,146,-194
46,162,-202
64,138,-172
66,136,-214
38,158,-198
58,142,-182
50,144,-206
54,156,-184
54,152,-196
48,158,-196
56,148,-186
50,152,-202
52,154,-184
52,148,-194
58,140,-192
44,164,-198
60,132,-176
44,152,-220
50,148,-200
50,162,-188
48,148,-180
48,156,-184
54,152,-200
54,154,-188
48,150,-192
64,142,-192
50,162,-196
64,130,-174
44,154,-222
48,164,-196
64,144,-188
54,142,-212
50,154,-182
48,146,-184
52,152,-204
52,152,-182
50,156,-202
48,152,-200
54,146,-186
52,150,-198
54,150,-198
52,158,-196
46,168,-202
60,138,-172
48,136,-212
46,164,-198
64,136,-196
50,146,-212
54,156,-184
50,154,-200
56,162,-178
50,148,-202
52,154,-206
50,150,-190
56,146,-192
46,160,-202
44,172,-184
58,132,-210
48,162,-178
62,140,-212
54,152,-202
50,150,-202
54,152,-182
54,148,-200
50,160,-198
54,148,-194
48,144,-196
68,132,-218
44,160,-198
62,138,-208
56,160,-186
52,156,-194
48,156,-202
56,154,-184
52,150,-202
54,152,-192
52,156,-194
58,152,-190
48,144,-198
60,134,-170
46,144,-226
50,160,-176
48,150,-210
54,164,-190
48,156,-202
56,158,-192
46,152,-182
52,152,-202
46,156,-190
54,150,-194
52,152,-192
54,146,-200
44,162,-178
68,132,-170
46,152,-210
42,172,-180
60,138,-202
54,158,-188
48,154,-178
50,154,-208
54,152,-192
52,150,-194
56,150,-192
48,144,-194
44,166,-196
60,142,-174
52,134,-208
60,138,-210
58,152,-192
52,152,-180
52,152,-178
48,148,-188
58,154,-192
58,172,-174
54,152,-178
50,154,-180
48,152,-192
52,150,-194
58,156,-194
62,170,-172
48,164,-178
54,158,-188
50,154,-182
54,150,-196
56,156,-188
64,168,-168
60,144,-184
54,160,-192
52,152,-190
58,150,-182
54,152,-198
58,168,-178
46,168,-192
52,154,-194
52,146,-200
54,156,-208
52,152,-198
50,146,-192
56,130,-208
62,134,-178
48,148,-182
56,150,-186
54,154,-186
54,160,-194
50,164,-186
38,144,-220
54,146,-208
50,152,-208
48,152,-202
50,154,-194
52,154,-190
44,158,-202
38,144,-222
54,156,-194
54,156,-202
54,146,-204
54,154,-198
50,146,-206
66,138,-214
56,142,-178
54,148,-180
54,148,-186
52,150,-192
50,156,-192
48,146,-202
42,158,-218
56,154,-192
54,156,-206
54,142,-200
50,150,-192
52,144,-200
46,146,-218
56,140,-192
48,160,-190
54,146,-190
50,154,-192
52,150,-196
66,166,-166
56,154,-176
54,156,-198
48,152,-194
52,158,-200
54,156,-194
44,152,-202
54,130,-208
60,138,-180
46,152,-180
50,150,-180
52,150,-186
56,146,-196
46,160,-188
32,144,-222
54,144,-210
50,156,-204
52,152,-204
52,150,-196
52,148,-202
66,136,-202
60,138,-202
56,150,-208
48,156,-192
56,148,-188
60,144,-194
64,168,-174
48,164,-200
52,160,-192
48,152,-206
50,150,-194
54,152,-196
48,146,-192
62,128,-208
60,142,-182
56,150,-180
54,146,-188
50,152,-186
54,156,-192
62,168,-176
46,164,-216
52,158,-192
46,150,-192
52,148,-204
54,152,-194
48,148,-200
68,138,-192
60,134,-186
52,148,-180
56,150,-184
56,148,-190
56,152,-192
48,164,-180
38,144,-216
54,156,-210
46,152,-200
54,148,-200
48,150,-194
50,144,-200
64,136,-198
60,138,-178
50,152,-190
54,150,-186
54,146,-186
56,152,-198
60,166,-174
40,168,-188
54,160,-184
54,152,-190
56,150,-184
58,146,-192
62,164,-176
60,156,-170
54,164,-192
46,154,-202
56,148,-210
50,150,-198
46,146,-196
62,152,-170
64,142,-180
48,156,-180
48,150,-192
48,152,-194
54,154,-198
64,164,-180
46,180,-188
56,156,-192
50,158,-186
48,152,-204
50,152,-192
62,164,-176
44,162,-216
56,162,-192
52,160,-208
54,148,-192
52,150,-192
48,150,-202
54,136,-202
60,140,-176
48,154,-184
54,154,-192
52,146,-194
60,154,-192
48,158,-180
38,146,-222
56,156,-208
48,154,-202
52,150,-200
50,154,-192
54,148,-202
66,140,-186
62,140,-178
48,154,-176
52,152,-184
52,148,-188
54,152,-192
60,170,-170
42,146,-210
52,152,-196
48,152,-206
50,146,-194
58,148,-190
56,152,-192
62,164,-180
48,162,-214
52,160,-192
48,150,-196
46,154,-202
58,148,-202
44,160,-182
38,148,-222
50,146,-214
52,152,-198
52,150,-204
48,158,-192
42,164,-180
32,152,-222
48,150,-206
50,156,-200
48,152,-198
48,158,-200
42,152,-204
68,136,-202
60,136,-180
54,154,-176
52,148,-186
52,156,-188
52,154,-196
48,158,-182
30,148,-216
54,148,-206
48,156,-200
54,152,-196
48,152,-188
48,144,-198
64,142,-174
64,142,-184
50,156,-192
52,148,-188
48,154,-186
52,144,-200
64,146,-170
64,142,-178
48,148,-200
54,150,-186
56,152,-188
58,152,-192
62,166,-176
42,168,-208
52,156,-196
52,152,-196
54,152,-192
46,152,-190
48,156,-198
44,148,-214
52,148,-206
52,152,-208
50,156,-192
54,150,-202
48,144,-202
64,156,-164
64,144,-182
52,152,-178
54,154,-188
50,150,-196
56,154,-198
42,164,-206
38,152,-214
52,150,-200
52,156,-204
54,150,-186
50,152,-184
56,148,-196
64,168,-172
46,166,-186
54,156,-198
48,150,-198
46,150,-208
54,144,-194
44,150,-202
66,146,-170
60,152,-180
48,152,-180
50,150,-190
54,152,-194
52,152,-192
40,164,-184
36,148,-216
52,154,-198
56,156,-182
48,154,-192
54,152,-198
62,164,-176
48,166,-188
54,152,-194
52,154,-202
56,150,-204
54,142,-192
50,146,-196
68,134,-188
60,140,-182
58,160,-192
52,152,-192
54,150,-196
54,154,-192
46,160,-178
34,156,-218
52,158,-210
48,152,-204
48,154,-200
52,150,-192
46,146,-198
60,130,-212
56,146,-212
52,154,-204
54,156,-192
56,148,-182
56,146,-192
68,164,-178
46,164,-182
50,160,-194
52,152,-198
52,148,-206
54,152,-194
40,148,-204
54,140,-210
56,134,-180
54,150,-196
50,150,-188
56,154,-182
54,150,-196
62,160,-176
46,164,-184
54,156,-192
48,158,-202
48,150,-194
50,156,-198
42,168,-182
44,164,-214
54,150,-202
46,154,-196
56,146,-204
54,156,-194
42,154,-182
46,148,-212
58,146,-204
52,156,-204
56,152,-186
52,150,-188
50,148,-198
42,144,-218
62,140,-186
48,156,-200
48,152,-194
54,152,-194
46,142,-204
42,144,-212
60,140,-180
46,156,-192
52,152,-198
52,148,-194
54,140,-196
66,136,-186
56,140,-182
52,150,-182
56,152,-186
54,152,-186
58,152,-198
46,162,-180
38,160,-216
52,154,-196
52,154,-204
48,150,-204
52,154,-192
46,146,-198
38,146,-220
60,136,-186
50,150,-186
50,150,-180
48,154,-188
56,144,-198
46,142,-212
56,136,-190
50,150,-204
48,150,-202
46,154,-192
44,164,-198
50,142,-222
60,136,-182
46,160,-192
54,148,-190
46,150,-182
54,150,-194
62,164,-182
50,164,-214
50,156,-200
52,146,-208
52,148,-202
50,150,-196
42,160,-206
32,148,-220
56,144,-192
48,154,-202
50,150,-204
52,148,-192
42,160,-206
26,146,-218
50,150,-208
48,154,-202
48,144,-204
50,148,-194
48,148,-202
64,138,-178
56,146,-180
50,152,-184
48,152,-192
48,150,-200
52,156,-196
42,146,-200
42,144,-214
52,142,-192
46,158,-198
48,150,-188
56,152,-190
54,160,-192
44,162,-182
26,150,-212
48,150,-212
50,156,-204
54,152,-204
52,152,-194
48,146,-200
64,134,-226
50,144,-208
48,150,-202
54,152,-180
56,148,-182
56,148,-196
60,166,-178
48,164,-206
52,158,-200
50,152,-208
54,152,-186
56,144,-192
56,152,-192
60,174,-172
58,154,-182
50,160,-194
48,152,-188
48,158,-190
58,152,-188
46,162,-180
36,148,-216
52,156,-202
46,154,-200
52,146,-194
50,160,-196
46,152,-204
50,138,-210
58,140,-184
50,154,-192
52,150,-186
50,150,-188
54,152,-194
62,160,-178
46,160,-182
54,158,-194
46,158,-202
54,152,-208
54,150,-192
50,148,-196
68,134,-194
58,138,-174
44,152,-174
54,154,-186
52,152,-186
46,148,-202
52,142,-218
48,150,-210
54,154,-196
52,156,-202
50,150,-200
50,156,-192
46,148,-192
56,136,-212
60,138,-182
52,156,-180
52,154,-186
56,146,-194
56,158,-192
44,154,-198
64,130,-210
60,138,-184
50,156,-174
56,144,-192
54,154,-186
48,142,-194
70,134,-204
56,140,-180
52,152,-192
52,148,-186
56,154,-190
60,144,-198
60,164,-174
44,168,-184
50,160,-194
44,154,-198
44,154,-198
52,154,-192
46,150,-194
50,140,-216
62,138,-178
52,156,-186
52,150,-184
52,152,-188
50,154,-192
58,162,-182
32,146,-218
52,154,-192
50,152,-210
52,152,-198
54,152,-196
44,166,-176
34,146,-224
52,158,-184
56,150,-190
48,146,-192
56,150,-194
46,166,-202
62,142,-178
62,134,-212
58,138,-206
52,154,-210
52,162,-184
48,152,-196
54,152,-192
48,154,-198
50,154,-196
54,150,-192
46,146,-192
48,166,-184
60,142,-172
42,146,-214
62,138,-202
52,152,-204
54,158,-184
52,152,-202
52,152,-182
54,146,-204
48,156,-192
50,152,-186
56,152,-194
54,152,-192
54,146,-196
46,160,-200
62,142,-174
72,128,-202
36,158,-206
54,150,-172
60,138,-208
54,152,-194
54,150,-184
54,156,-208
48,160,-190
50,152,-188
52,148,-198
52,152,-186
50,152,-192
50,150,-190
56,148,-192
44,164,-198
62,174,-182
72,132,-170
38,162,-214
48,168,-178
60,140,-210
54,156,-200
48,158,-180
54,154,-206
52,160,-186
54,148,-196
52,152,-190
58,148,-196
54,148,-196
48,162,-194
56,174,-180
42,156,-220
42,164,-196
56,142,-206
52,156,-186
50,152,-184
50,158,-202
54,154,-182
62,144,-202
52,146,-200
52,156,-192
52,146,-192
52,148,-192
46,162,-194
46,170,-180
64,134,-172
46,146,-214
44,162,-196
60,142,-212
56,140,-212
52,166,-184
52,146,-196
46,152,-204
52,152,-200
56,148,-196
54,152,-186
52,156,-198
48,152,-192
52,144,-196
46,168,-198
60,140,-178
54,136,-216
42,160,-198
64,138,-182
52,152,-216
52,156,-184
52,146,-204
48,152,-200
54,150,-184
50,150,-202
48,152,-190
56,152,-192
48,148,-192
46,164,-196
40,154,-210
48,166,-178
58,134,-204
52,158,-184
52,152,-196
54,152,-202
52,152,-194
48,146,-200
48,150,-186
52,148,-192
56,146,-196
54,164,-200
60,166,-180
62,138,-182
34,158,-202
58,134,-204
58,150,-188
48,154,-182
50,152,-206
58,148,-184
56,150,-204
50,148,-190
54,154,-194
58,150,-192
46,168,-196
56,172,-186
64,134,-192
34,164,-202
54,146,-178
50,150,-206
52,156,-186
50,152,-182
50,156,-208
52,150,-182
56,154,-208
50,150,-186
54,152,-192
56,150,-192
48,160,-200
50,168,-176
66,134,-172
32,160,-202
54,160,-194
52,156,-214
52,152,-184
52,158,-200
50,152,-204
50,152,-192
54,148,-186
56,148,-190
56,148,-192
52,156,-200
60,136,-170
44,156,-212
48,168,-204
50,146,-210
48,160,-190
52,156,-188
46,156,-190
54,154,-198
52,154,-202
52,158,-198
56,146,-198
50,142,-192
50,168,-202
64,150,-176
68,130,-196
38,160,-194
58,142,-180
52,142,-212
54,166,-184
52,152,-200
52,152,-196
52,152,-196
50,150,-194
48,150,-188
54,152,-192
50,148,-192
48,146,-200
40,168,-196
62,142,-178
66,134,-188
36,160,-200
60,142,-178
54,144,-206
50,158,-188
50,154,-200
54,152,-194
54,152,-202
50,152,-184
54,152,-190
54,148,-196
64,134,-168
54,134,-206
42,162,-194
54,144,-212
50,156,-188
50,152,-178
50,150,-200
54,152,-190
52,152,-200
52,150,-192
48,148,-192
52,150,-194
48,150,-192
42,158,-202
64,140,-178
66,134,-172
46,156,-218
46,164,-192
52,146,-210
52,160,-190
44,150,-192
56,150,-208
52,152,-180
54,150,-202
52,152,-192
54,156,-190
54,152,-194
56,144,-192
50,164,-198
48,174,-186
64,134,-170
38,156,-210
42,162,-186
60,134,-210
54,156,-206
52,156,-180
50,152,-204
50,156,-180
52,152,-200
52,154,-190
48,152,-198
54,152,-194
50,144,-196
64,138,-174
68,134,-202
36,156,-178
56,142,-210
52,154,-194
48,152,-184
50,146,-180
52,158,-204
52,150,-186
54,148,-190
50,144,-190
44,166,-202
64,140,-170
30,154,-202
50,162,-184
48,146,-202
54,156,-194
52,152,-174
54,150,-202
50,150,-196
52,152,-196
50,152,-198
52,150,-190
58,150,-194
50,158,-204
48,166,-192
60,132,-170
50,130,-206
36,164,-202
56,144,-180
50,146,-212
54,162,-190
50,152,-184
52,154,-202
52,152,-188
52,152,-202
48,152,-200
50,152,-186
56,156,-192
56,146,-192
48,148,-196
46,164,-198
60,152,-178
64,134,-190
38,164,-202
56,146,-196
52,148,-212
50,160,-184
52,152,-198
48,150,-202
48,152,-182
54,150,-196
48,150,-190
62,172,-172
48,166,-176
50,158,-188
56,148,-186
54,150,-194
56,152,-190
64,142,-194
56,142,-210
48,158,-204
54,148,-200
54,156,-194
42,168,-174
46,166,-170
48,160,-176
58,150,-184
48,154,-186
52,150,-196
66,130,-212
48,146,-206
48,148,-198
50,152,-198
56,148,-192
64,140,-192
58,142,-206
50,156,-208
54,152,-194
50,152,-190
46,168,-190
32,160,-212
48,154,-206
54,154,-188
52,152,-186
52,148,-198
64,140,-210
62,140,-204
48,154,-202
54,152,-200
52,152,-190
58,172,-172
62,156,-176
48,150,-178
48,156,-180
54,150,-186
52,146,-198
52,134,-214
54,144,-214
52,150,-206
52,148,-204
50,152,-192
46,162,-180
34,164,-180
52,144,-206
54,152,-204
54,152,-210
52,154,-192
44,168,-182
44,162,-166
48,154,-184
52,152,-180
54,150,-192
52,140,-200
54,138,-220
52,146,-212
54,156,-186
52,146,-186
48,146,-192
50,134,-216
48,154,-210
50,154,-194
52,150,-200
50,152,-192
64,148,-168
56,142,-190
52,152,-192
52,154,-176
46,158,-190
48,164,-198
36,164,-186
52,154,-186
50,152,-184
56,152,-184
50,150,-202
46,136,-218
48,150,-216
46,154,-200
54,154,-208
52,152,-192
64,140,-186
62,142,-200
52,156,-204
48,152,-182
52,152,-192
46,166,-182
36,158,-176
48,164,-184
52,156,-186
50,150,-190
56,146,-192
66,134,-214
56,142,-212
54,152,-210
52,156,-208
48,148,-192
46,166,-180
44,166,-172
50,162,-186
54,146,-192
50,152,-196
46,164,-174
36,168,-184
50,156,-182
50,152,-190
54,152,-186
46,160,-208
42,154,-222
48,158,-206
50,156,-198
52,148,-198
50,156,-198
60,154,-166
56,144,-174
48,156,-186
50,150,-180
54,146,-184
46,154,-204
40,142,-228
52,158,-206
50,156,-190
50,150,-192
64,144,-200
64,138,-208
58,140,-210
50,148,-214
48,152,-202
60,146,-200
66,132,-214
